2016-10-05 17:48:29.8742 | url:/Succ/Index
2016-10-05 17:48:39.9409 | url:/Succ/GetIndexData
2016-10-05 17:48:40.2019 | url:/Backend/getCompImg
2016-10-05 17:48:40.2139 | url:/Backend/getCompImg
2016-10-05 17:48:40.2339 | url:/Backend/getCompImg
2016-10-05 17:48:40.2479 | url:/Backend/getCompImg
2016-10-05 17:48:40.2689 | url:/Backend/getCompImg
2016-10-05 17:48:40.2869 | url:/Backend/getCompImg
2016-10-05 17:48:40.3089 | url:/Backend/getCompImg
2016-10-05 17:48:40.3089 | MyBox
2016-10-05 17:48:40.3089 | url:/Succ/MyBox
2016-10-05 17:48:40.6809 | 我的信箱數:9
2016-10-05 17:48:40.6809 | url:/Subject/GetMyBox/
2016-10-05 17:48:40.8249 | url:/Backend/BackendGuide
2016-10-05 17:48:42.1920 | url:/Backend/getCompImg
2016-10-05 17:48:42.4892 | url:/Subject/GetCompanyUserList/
2016-10-05 17:48:42.6043 | url:/Subject/GetAllCompNoReadCount
2016-10-05 17:48:49.2351 | url:/Succ/IsUpdateCurrentCompID/
2016-10-05 17:48:49.2861 | url:/Succ/Index
2016-10-05 17:48:49.5011 | url:/Succ/IsUpdateCurrentCompID/
2016-10-05 17:48:50.1792 | url:/Backend/BackendGuide
2016-10-05 17:48:50.1962 | url:/Backend/Company
2016-10-05 17:48:50.8226 | url:/Succ/GetIndexData
2016-10-05 17:48:51.1866 | url:/Backend/GetCompanyData
2016-10-05 17:48:51.2086 | url:/Backend/getCompImg
2016-10-05 17:48:51.2166 | url:/Backend/getCompImg
2016-10-05 17:48:51.2296 | url:/Backend/getCompImg
2016-10-05 17:48:51.2296 | url:/Backend/getCompImg
2016-10-05 17:48:51.2486 | url:/Backend/getCompImg
2016-10-05 17:48:51.2486 | url:/Backend/getCompImg
2016-10-05 17:48:51.4028 | url:/Subject/GetAllCompNoReadCount
2016-10-05 17:48:51.4529 | url:/Backend/WebManage
2016-10-05 17:48:51.4719 | url:/Backend/getCompImg
2016-10-05 17:48:51.8319 | url:/Backend/GetWebManageData
2016-10-05 17:48:51.8649 | url:/Backend/getCompImg
2016-10-05 17:48:51.9839 | url:/Backend/getCompImg
2016-10-05 17:48:52.7072 | url:/Backend/MemberManage
2016-10-05 17:48:53.4572 | url:/Backend/MemberManageList
2016-10-05 17:48:53.4782 | url:/Succ/Index
2016-10-05 17:48:53.6622 | url:/Succ/Index
2016-10-05 17:48:53.6842 | url:/Succ/Index
2016-10-05 17:48:53.7022 | url:/Succ/Index
2016-10-05 17:48:53.7152 | url:/Succ/Index
2016-10-05 17:48:54.2166 | url:/Succ/Index
2016-10-05 17:48:54.7322 | url:/Succ/Index
2016-10-05 17:49:50.8569 | url:/Subject/GetNoReadCount
2016-10-05 17:49:51.3450 | url:/Succ/GetOnlineUserCount
2016-10-05 17:50:50.8515 | url:/Succ/GetOnlineUserCount
2016-10-05 17:50:51.3640 | url:/Subject/GetNoReadCount
2016-10-05 17:51:34.7831 | url:/Succ/Index
2016-10-05 17:51:39.7224 | url:/Succ/IsUpdateCurrentCompID/
2016-10-05 17:51:41.5916 | url:/Backend/BackendGuide
2016-10-05 17:51:41.6095 | url:/Backend/Company
2016-10-05 17:51:42.3866 | url:/Succ/GetIndexData
2016-10-05 17:51:42.9186 | url:/Backend/GetCompanyData
2016-10-05 17:51:42.9746 | url:/Backend/getCompImg
2016-10-05 17:51:43.0626 | url:/Subject/GetAllCompNoReadCount
2016-10-05 17:51:43.0726 | url:/Backend/getCompImg
2016-10-05 17:51:43.0726 | url:/Backend/getCompImg
2016-10-05 17:51:43.0886 | url:/Backend/getCompImg
2016-10-05 17:51:43.0886 | url:/Backend/getCompImg
2016-10-05 17:51:43.1236 | url:/Backend/WebManage
2016-10-05 17:51:43.3637 | url:/Backend/GetWebManageData
2016-10-05 17:51:43.3937 | url:/Backend/getCompImg
2016-10-05 17:51:43.4837 | url:/Backend/getCompImg
2016-10-05 17:51:43.6918 | url:/Backend/getCompImg
2016-10-05 17:51:44.2011 | url:/Backend/getCompImg
2016-10-05 17:52:42.4434 | url:/Subject/GetNoReadCount
2016-10-05 17:52:42.9328 | url:/Succ/GetOnlineUserCount
2016-10-05 17:53:44.1278 | url:/Subject/GetNoReadCount
2016-10-05 17:53:44.6228 | url:/Succ/GetOnlineUserCount
2016-10-05 17:54:42.4391 | url:/Subject/GetNoReadCount
2016-10-05 17:54:42.9297 | url:/Succ/GetOnlineUserCount
2016-10-05 17:55:00.7988 | url:/Backend/MemberManage
2016-10-05 17:55:01.4108 | url:/Backend/MemberManageList
2016-10-05 17:55:01.4358 | url:/Succ/Index
2016-10-05 17:55:01.7149 | url:/Succ/Index
2016-10-05 17:55:01.7319 | url:/Succ/Index
2016-10-05 17:55:02.0321 | url:/Succ/Index
2016-10-05 17:55:02.2182 | url:/Succ/Index
2016-10-05 17:55:02.2322 | url:/Succ/Index
2016-10-05 17:55:02.7460 | url:/Succ/Index
2016-10-05 17:55:31.5526 | url:/Succ/Index
2016-10-05 17:55:31.7386 | url:/Succ/IsUpdateCurrentCompID/
2016-10-05 17:55:32.7467 | url:/Backend/BackendGuide
2016-10-05 17:55:32.7657 | url:/Backend/Company
2016-10-05 17:55:33.4587 | url:/Succ/GetIndexData
2016-10-05 17:55:33.5817 | url:/Backend/GetCompanyData
2016-10-05 17:55:33.5877 | url:/Backend/getCompImg
2016-10-05 17:55:33.5877 | url:/Backend/getCompImg
2016-10-05 17:55:33.6127 | url:/Backend/getCompImg
2016-10-05 17:55:33.6287 | url:/Backend/getCompImg
2016-10-05 17:55:33.6587 | url:/Backend/getCompImg
